Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
56923,ENSG00000132911,NMUR2,neuromedin U receptor 2,8,2,7,23,0,0
56924,ENSG00000137843,PAK6,p21 (RAC1) activated kinase 6,2321,3955,3496,8617,1080,1080
56925,ENSG00000079257,LXN,latexin,335,373,254,89,60,60
56926,ENSG00000125912,NCLN,nicalin,8452,12558,4726,8151,718,718
56927,ENSG00000125734,GPR108,G protein-coupled receptor 108,3845,4453,1458,5009,841,841
56928,ENSG00000005206,SPPL2B,signal peptide peptidase like 2B,13748,18830,6050,8637,1008,1008
56929,ENSG00000145780,FEM1C,fem-1 homolog C,21508,17290,8767,6007,876,876
5693,ENSG00000100804,PSMB5,proteasome 20S subunit beta 5,9376,13872,6525,13354,1570,1570
56931,ENSG00000141994,DUS3L,dihydrouridine synthase 3 like,2880,5856,1529,2151,251,251
56934,ENSG00000154975,CA10,carbonic anhydrase 10,2474,5032,1626,14649,806,806
56935,ENSG00000166002,SMCO4,single-pass membrane protein with coiled-coil domains 4,375,759,298,295,83,83
56936,ENSG00000267909,CCDC177,coiled-coil domain containing 177,2552,2774,1221,911,28,28
56937,ENSG00000124225,PMEPA1,"prostate transmembrane protein, androgen induced 1",6698,6598,3088,7221,1234,1234
56938,ENSG00000029153,ARNTL2,aryl hydrocarbon receptor nuclear translocator like 2,405,472,532,706,41,41
5694,ENSG00000142507,PSMB6,proteasome 20S subunit beta 6,5565,8729,3459,6401,1112,1112
56940,ENSG00000112679,DUSP22,dual specificity phosphatase 22,1500,2132,922,2697,301,301
56941,ENSG00000183624,HMCES,"5-hydroxymethylcytosine binding, ES cell specific",5078,7904,3479,7784,597,597
56942,ENSG00000103121,CMC2,C-X9-C motif containing 2,3137,3606,2056,4867,573,573
56943,ENSG00000120533,ENY2,ENY2 transcription and export complex 2 subunit,7412,8461,5098,6273,665,665
56944,ENSG00000116774,OLFML3,olfactomedin like 3,1885,3268,1241,555,231,231
56945,ENSG00000175110,MRPS22,mitochondrial ribosomal protein S22,3218,3795,2226,4390,454,454
56946,ENSG00000158636,EMSY,"EMSY transcriptional repressor, BRCA2 interacting",15578,12724,7109,2676,254,254
56947,ENSG00000168958,MFF,mitochondrial fission factor,11128,12168,9322,13661,1624,1624
56948,ENSG00000100445,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,2739,2740,2058,1861,239,239
56949,ENSG00000076924,XAB2,XPA binding protein 2,11183,14517,5310,7074,672,672
5695,ENSG00000136930,PSMB7,proteasome 20S subunit beta 7,8092,7613,5585,9074,591,591
56950,ENSG00000143499,SMYD2,SET and MYND domain containing 2,3266,3553,2423,12063,400,400
56951,ENSG00000113583,C5orf15,chromosome 5 open reading frame 15,5751,4910,4302,4650,456,456
56952,ENSG00000099256,PRTFDC1,phosphoribosyl transferase domain containing 1,6281,4804,2973,3677,713,713
56953,ENSG00000205309,NT5M,"5',3'-nucleotidase, mitochondrial",757,1080,646,1948,334,334
56954,ENSG00000114021,NIT2,nitrilase family member 2,2427,2773,1969,3453,324,324
56955,ENSG00000152595,MEPE,matrix extracellular phosphoglycoprotein,4,0,17,1558,0,0
56956,ENSG00000143355,LHX9,LIM homeobox 9,762,1368,111,0,0,0
56957,ENSG00000264522,OTUD7B,OTU deubiquitinase 7B,3051,3789,1664,5507,789,789
5696,ENSG00000204264,PSMB8,proteasome 20S subunit beta 8,0,1,0,0,0,0
56961,ENSG00000105251,SHD,Src homology 2 domain containing transforming protein D,170,289,353,2717,246,246
56963,ENSG00000182175,RGMA,repulsive guidance molecule BMP co-receptor a,43317,26800,11356,18151,3307,3307
56964,ENSG00000140527,WDR93,WD repeat domain 93,28,114,85,81,7,7
56965,ENSG00000137817,PARP6,poly(ADP-ribose) polymerase family member 6,30579,36213,19576,11283,938,938
56967,ENSG00000227051,C14orf132,chromosome 14 open reading frame 132,49836,48900,26236,28139,4844,4844
56969,NA,RPL23AP32,ribosomal protein L23a pseudogene 32,10,18,15,11,3,3
5697,ENSG00000131096,PYY,peptide YY,8,12,4,39,2,2
56970,ENSG00000087152,ATXN7L3,ataxin 7 like 3,22989,26755,16394,39458,2446,2446
56971,ENSG00000186567,CEACAM19,CEA cell adhesion molecule 19,1755,1906,1037,849,111,111
56975,ENSG00000177706,FAM20C,FAM20C golgi associated secretory pathway kinase,8701,10717,5087,5182,534,534
56977,ENSG00000173320,STOX2,storkhead box 2,5683,5239,2879,969,58,58
56978,ENSG00000152784,PRDM8,PR/SET domain 8,69583,82017,13233,9763,294,294
56979,ENSG00000164256,PRDM9,PR/SET domain 9,0,0,0,0,0,0
5698,ENSG00000240065,PSMB9,proteasome 20S subunit beta 9,0,0,0,0,1,1
56980,ENSG00000170325,PRDM10,PR/SET domain 10,8265,7300,4293,2186,133,133
56981,ENSG00000019485,PRDM11,PR/SET domain 11,193,343,196,419,46,46
56983,ENSG00000163389,POGLUT1,protein O-glucosyltransferase 1,4672,3684,2563,1814,224,224
56984,ENSG00000128789,PSMG2,proteasome assembly chaperone 2,4549,5240,2897,3513,483,483
56985,ENSG00000170222,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",1831,2290,1010,460,97,97
56986,ENSG00000104047,DTWD1,DTW domain containing 1,2589,2389,1627,1764,185,185
56987,ENSG00000114439,BBX,BBX high mobility group box domain containing,9920,9777,4039,7047,1192,1192
5699,ENSG00000205220,PSMB10,proteasome 20S subunit beta 10,1217,1852,849,1950,827,827
56990,ENSG00000158985,CDC42SE2,CDC42 small effector 2,8804,9233,7948,21043,1435,1435
56992,ENSG00000163808,KIF15,kinesin family member 15,10012,17192,2614,171,36,36
56993,ENSG00000100216,TOMM22,translocase of outer mitochondrial membrane 22,4315,5337,2795,4026,591,591
56994,ENSG00000111666,CHPT1,choline phosphotransferase 1,3770,3615,2182,6459,1333,1333
56995,ENSG00000130338,TULP4,TUB like protein 4,21214,18159,13522,11142,771,771
56996,ENSG00000146828,SLC12A9,solute carrier family 12 member 9,6791,8625,3689,4207,590,590
56997,ENSG00000163050,COQ8A,coenzyme Q8A,4825,5637,2774,5305,507,507
56998,ENSG00000178585,CTNNBIP1,catenin beta interacting protein 1,10293,14613,7982,9062,1114,1114
56999,ENSG00000163638,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,1455,2235,1878,537,141,141
570,ENSG00000136881,BAAT,bile acid-CoA:amino acid N-acyltransferase,75,62,74,238,6,6
5700,ENSG00000100764,PSMC1,"proteasome 26S subunit, ATPase 1",8729,10707,6049,8913,673,673
57001,ENSG00000196636,SDHAF3,succinate dehydrogenase complex assembly factor 3,1054,1336,608,1696,153,153
57002,ENSG00000241127,YAE1,YAE1 maturation factor of ABCE1,2544,3161,2028,1308,136,136
57003,ENSG00000108588,CCDC47,coiled-coil domain containing 47,11853,15969,7227,17596,1609,1609
57007,ENSG00000144476,ACKR3,atypical chemokine receptor 3,1570,2151,1818,1365,861,861
5701,ENSG00000161057,PSMC2,"proteasome 26S subunit, ATPase 2",6478,9731,4762,9946,863,863
57010,ENSG00000175544,CABP4,calcium binding protein 4,109,81,53,128,33,33
57016,ENSG00000198074,AKR1B10,aldo-keto reductase family 1 member B10,0,0,0,0,2,2
57017,ENSG00000088682,COQ9,coenzyme Q9,4852,7421,2798,6823,1152,1152
57018,ENSG00000163660,CCNL1,cyclin L1,12163,12607,6850,4714,724,724
57019,ENSG00000005194,CIAPIN1,cytokine induced apoptosis inhibitor 1,6229,10388,4655,6812,486,486
5702,ENSG00000165916,PSMC3,"proteasome 26S subunit, ATPase 3",11075,21957,8598,17068,2313,2313
57020,ENSG00000103544,VPS35L,VPS35 endosomal protein sorting factor like,8222,11518,5148,10116,1039,1039
57026,ENSG00000241360,PDXP,pyridoxal phosphatase,8461,9401,7557,33218,3301,3301
57030,ENSG00000104888,SLC17A7,solute carrier family 17 member 7,21708,21493,7666,178096,5065,5065
57035,ENSG00000117616,RSRP1,arginine and serine rich protein 1,14476,15406,6627,8059,1277,1277
57037,ENSG00000106524,ANKMY2,ankyrin repeat and MYND domain containing 2,9710,11033,7182,6998,541,541
57038,ENSG00000146282,RARS2,"arginyl-tRNA synthetase 2, mitochondrial",5195,6354,3862,2403,263,263
5704,ENSG00000013275,PSMC4,"proteasome 26S subunit, ATPase 4",10065,13242,6202,9468,879,879
57045,ENSG00000128791,TWSG1,twisted gastrulation BMP signaling modulator 1,5016,7201,2856,4028,745,745
57047,ENSG00000163746,PLSCR2,phospholipid scramblase 2,0,0,0,0,0,0
57048,ENSG00000187838,PLSCR3,phospholipid scramblase 3,5671,5803,3535,1741,351,351
5705,ENSG00000087191,PSMC5,"proteasome 26S subunit, ATPase 5",12065,18256,8305,18187,2597,2597
57050,ENSG00000132467,UTP3,UTP3 small subunit processome component,4481,6877,2966,3306,339,339
57053,ENSG00000129749,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,226,321,118,127,7,7
57054,ENSG00000187191,DAZ3,deleted in azoospermia 3,0,0,0,0,0,0
57055,ENSG00000205944,DAZ2,deleted in azoospermia 2,0,0,0,0,0,0
57057,ENSG00000164532,TBX20,T-box transcription factor 20,0,0,3,0,0,0
5706,ENSG00000100519,PSMC6,"proteasome 26S subunit, ATPase 6",9281,12160,6729,11462,906,906
57060,ENSG00000090097,PCBP4,poly(rC) binding protein 4,22708,29941,16860,18607,2153,2153
57061,ENSG00000283122,HYMAI,hydatidiform mole associated and imprinted,251,209,172,27,2,2
57062,ENSG00000089737,DDX24,DEAD-box helicase 24,29807,40711,18922,47582,1910,1910
5707,ENSG00000173692,PSMD1,"proteasome 26S subunit, non-ATPase 1",18431,25205,13372,20808,1367,1367
5708,ENSG00000175166,PSMD2,"proteasome 26S subunit, non-ATPase 2",36619,49128,21026,27378,2579,2579
57082,ENSG00000137812,KNL1,kinetochore scaffold 1,6424,8723,1562,11,1,1
57084,ENSG00000091664,SLC17A6,solute carrier family 17 member 6,4257,3767,4456,1847,59,59
57085,ENSG00000177674,AGTRAP,angiotensin II receptor associated protein,397,637,246,794,349,349
57088,ENSG00000114698,PLSCR4,phospholipid scramblase 4,1228,1009,428,3392,1599,1599
57089,ENSG00000198018,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,1183,1599,1018,486,53,53
5709,ENSG00000108344,PSMD3,"proteasome 26S subunit, non-ATPase 3",23682,25526,14260,18884,1332,1332
57091,ENSG00000087589,CASS4,Cas scaffold protein family member 4,69,73,28,130,31,31
57092,ENSG00000081154,PCNP,PEST proteolytic signal containing nuclear protein,20925,21167,15020,24964,3035,3035
57093,ENSG00000168930,TRIM49,tripartite motif containing 49,0,1,0,0,0,0
57094,ENSG00000165078,CPA6,carboxypeptidase A6,0,2,28,8,1,1
57095,ENSG00000057757,PITHD1,PITH domain containing 1,9167,10642,7355,22437,1383,1383
57096,ENSG00000092200,RPGRIP1,RPGR interacting protein 1,129,116,52,48,7,7
57097,ENSG00000111224,PARP11,poly(ADP-ribose) polymerase family member 11,5617,6043,2649,1647,169,169
57099,ENSG00000169857,AVEN,apoptosis and caspase activation inhibitor,1179,2137,720,1075,118,118
571,ENSG00000156273,BACH1,BTB domain and CNC homolog 1,7707,9432,4595,1923,459,459
5710,ENSG00000159352,PSMD4,"proteasome 26S subunit, non-ATPase 4",13912,23016,8902,18638,2029,2029
57101,ENSG00000047617,ANO2,anoctamin 2,291,346,182,227,18,18
57102,ENSG00000047621,C12orf4,chromosome 12 open reading frame 4,5907,7302,4315,3981,236,236
57103,ENSG00000078237,TIGAR,TP53 induced glycolysis regulatory phosphatase,4617,4633,1484,3488,300,300
57104,ENSG00000177666,PNPLA2,patatin like phospholipase domain containing 2,2274,2700,1231,6511,496,496
57105,ENSG00000152207,CYSLTR2,cysteinyl leukotriene receptor 2,157,132,101,385,193,193
57106,ENSG00000090971,NAT14,N-acetyltransferase 14 (putative),4488,6146,3201,6362,1235,1235
57107,ENSG00000164494,PDSS2,decaprenyl diphosphate synthase subunit 2,1933,2351,1155,1582,161,161
57109,ENSG00000148300,REXO4,"REX4 homolog, 3'-5' exonuclease",6633,8901,4018,3547,439,439
5711,ENSG00000095261,PSMD5,"proteasome 26S subunit, non-ATPase 5",5622,5676,3410,4340,290,290
57110,ENSG00000127252,PLAAT1,phospholipase A and acyltransferase 1,292,314,275,558,70,70
57111,ENSG00000132698,RAB25,"RAB25, member RAS oncogene family",88,91,95,21,0,0
57113,ENSG00000069018,TRPC7,transient receptor potential cation channel subfamily C member 7,61,80,82,9,0,0
57115,ENSG00000163218,PGLYRP4,peptidoglycan recognition protein 4,0,0,0,0,0,0
57116,ENSG00000197472,ZNF695,zinc finger protein 695,968,1505,529,40,5,5
57117,ENSG00000138785,INTS12,integrator complex subunit 12,4412,4856,3618,1681,256,256
57118,ENSG00000183049,CAMK1D,calcium/calmodulin dependent protein kinase ID,3957,3878,3907,4114,246,246
57119,ENSG00000101448,EPPIN,epididymal peptidase inhibitor,8,0,9,7,2,2
57120,ENSG00000047932,GOPC,golgi associated PDZ and coiled-coil motif containing,19660,18119,11143,11351,845,845
57121,ENSG00000184574,LPAR5,lysophosphatidic acid receptor 5,234,320,112,378,6,6
57122,ENSG00000111581,NUP107,nucleoporin 107,10055,14200,4764,2071,268,268
57124,ENSG00000174807,CD248,CD248 molecule,1401,2038,755,569,496,496
57125,ENSG00000161381,PLXDC1,plexin domain containing 1,1917,2761,2150,5159,1475,1475
57126,ENSG00000204936,CD177,CD177 molecule,110,93,7,54,3,3
57127,ENSG00000132677,RHBG,Rh family B glycoprotein,45,78,16,11,3,3
57128,ENSG00000214113,LYRM4,LYR motif containing 4,2370,2864,1420,3295,414,414
57129,ENSG00000136522,MRPL47,mitochondrial ribosomal protein L47,2824,3798,1790,3387,489,489
5713,ENSG00000103035,PSMD7,"proteasome 26S subunit, non-ATPase 7",4751,6628,3093,4384,267,267
57130,ENSG00000105726,ATP13A1,ATPase 13A1,13080,15816,6526,10005,713,713
57132,ENSG00000255112,CHMP1B,charged multivesicular body protein 1B,11765,12031,7495,11375,1341,1341
57134,ENSG00000117643,MAN1C1,mannosidase alpha class 1C member 1,2350,2110,1706,7370,428,428
57135,ENSG00000205916,DAZ4,deleted in azoospermia 4,0,0,0,0,0,0
57136,ENSG00000101474,APMAP,adipocyte plasma membrane associated protein,10804,15205,8703,19070,1427,1427
57139,ENSG00000205517,RGL3,ral guanine nucleotide dissociation stimulator like 3,24,31,16,971,390,390
5714,ENSG00000099341,PSMD8,"proteasome 26S subunit, non-ATPase 8",8512,9674,6317,11985,1164,1164
57140,ENSG00000142327,RNPEPL1,arginyl aminopeptidase like 1,4937,7554,2425,4053,880,880
57142,ENSG00000115310,RTN4,reticulon 4,149665,161408,105746,182146,7841,7841
57143,ENSG00000063761,ADCK1,aarF domain containing kinase 1,1489,1801,939,3068,136,136
57144,ENSG00000101349,PAK5,p21 (RAC1) activated kinase 5,28409,26658,14757,6455,312,312
57146,ENSG00000011638,TMEM159,transmembrane protein 159,6879,5602,2187,689,92,92
57147,ENSG00000000457,SCYL3,SCY1 like pseudokinase 3,2669,4339,1854,1267,142,142
57148,ENSG00000170471,RALGAPB,Ral GTPase activating protein non-catalytic subunit beta,23206,23176,13024,10861,898,898
57149,ENSG00000102897,LYRM1,LYR motif containing 1,3680,4021,2878,4516,596,596
5715,ENSG00000110801,PSMD9,"proteasome 26S subunit, non-ATPase 9",3193,5065,1711,2223,481,481
57150,ENSG00000111850,SMIM8,small integral membrane protein 8,2936,2894,2353,2580,239,239
57151,ENSG00000275722,LYZL6,lysozyme like 6,0,0,0,0,0,0
57152,ENSG00000126233,SLURP1,secreted LY6/PLAUR domain containing 1,0,0,0,0,0,0
57153,ENSG00000129353,SLC44A2,solute carrier family 44 member 2,25278,26810,13565,19699,5328,5328
57154,ENSG00000198742,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,13902,15155,7306,7451,522,522
57156,ENSG00000165548,TMEM63C,transmembrane protein 63C,7327,5267,3793,7581,271,271
57157,ENSG00000006576,PHTF2,putative homeodomain transcription factor 2,10054,9868,6735,4034,241,241
57158,ENSG00000149596,JPH2,junctophilin 2,37,44,21,104,207,207
57159,ENSG00000138100,TRIM54,tripartite motif containing 54,4,2,0,1185,179,179
5716,ENSG00000101843,PSMD10,"proteasome 26S subunit, non-ATPase 10",6459,5783,4331,6658,978,978
57161,ENSG00000139946,PELI2,pellino E3 ubiquitin protein ligase family member 2,22168,20174,6261,1615,438,438
57162,ENSG00000197329,PELI1,pellino E3 ubiquitin protein ligase 1,15033,15602,10200,3956,473,473
57165,ENSG00000198835,GJC2,gap junction protein gamma 2,288,390,177,3738,79,79
57167,ENSG00000101115,SALL4,spalt like transcription factor 4,217,364,115,32,8,8
57168,ENSG00000128203,ASPHD2,aspartate beta-hydroxylase domain containing 2,3032,4176,2012,3389,190,190
57169,ENSG00000124201,ZNFX1,zinc finger NFX1-type containing 1,9944,9759,4833,5797,931,931
5717,ENSG00000108671,PSMD11,"proteasome 26S subunit, non-ATPase 11",10281,12976,6078,5167,520,520
57171,ENSG00000167130,DOLPP1,dolichyldiphosphatase 1,3933,4856,2247,2568,311,311
57172,ENSG00000008118,CAMK1G,calcium/calmodulin dependent protein kinase IG,1095,689,1054,13531,516,516
57175,ENSG00000172725,CORO1B,coronin 1B,6148,8841,3182,4403,783,783
57176,ENSG00000137411,VARS2,"valyl-tRNA synthetase 2, mitochondrial",51,80,26,24,1,1
57178,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,107589,83196,50224,20782,2272,2272
57179,ENSG00000122203,KIAA1191,KIAA1191,30168,27634,22335,21633,2818,2818
5718,ENSG00000197170,PSMD12,"proteasome 26S subunit, non-ATPase 12",5125,5568,3497,5884,349,349
57180,ENSG00000133627,ACTR3B,actin related protein 3B,7828,6422,7947,8593,501,501
57181,ENSG00000196950,SLC39A10,solute carrier family 39 member 10,14814,15485,11651,28947,1377,1377
57182,ENSG00000151458,ANKRD50,ankyrin repeat domain 50,32903,27544,19464,3698,378,378
57184,ENSG00000178761,FAM219B,family with sequence similarity 219 member B,19343,24480,12731,12171,1975,1975
57185,ENSG00000001461,NIPAL3,NIPA like domain containing 3,4418,3595,2143,24471,1372,1372
57186,ENSG00000188559,RALGAPA2,Ral GTPase activating protein catalytic subunit alpha 2,11554,11515,4781,817,191,191
57187,ENSG00000125676,THOC2,THO complex 2,18214,22616,9855,5169,743,743
57188,ENSG00000156218,ADAMTSL3,ADAMTS like 3,326,353,1833,557,88,88
57189,ENSG00000257093,DENND11,DENN domain containing 11,22005,28178,8631,12780,2262,2262
5719,ENSG00000185627,PSMD13,"proteasome 26S subunit, non-ATPase 13",10835,15438,6176,9905,923,923
57190,ENSG00000162430,SELENON,selenoprotein N,32434,34506,14677,11908,3169,3169
57191,ENSG00000178201,VN1R1,vomeronasal 1 receptor 1,802,663,531,502,31,31
57192,ENSG00000090674,MCOLN1,mucolipin 1,4488,5289,2522,4754,234,234
57194,ENSG00000206190,ATP10A,ATPase phospholipid transporting 10A (putative),304,373,174,2772,270,270
57198,ENSG00000143515,ATP8B2,ATPase phospholipid transporting 8B2,12869,11200,5947,5863,888,888
572,ENSG00000002330,BAD,BCL2 associated agonist of cell death,2179,3419,2028,5830,2051,2051
5720,ENSG00000092010,PSME1,proteasome activator subunit 1,3533,5652,2214,3550,1235,1235
57205,ENSG00000145246,ATP10D,ATPase phospholipid transporting 10D (putative),1772,2074,1320,1200,369,369
57209,ENSG00000198105,ZNF248,zinc finger protein 248,19196,16722,10632,5629,563,563
5721,ENSG00000100911,PSME2,proteasome activator subunit 2,5633,6905,2862,2797,840,840
57210,ENSG00000022567,SLC45A4,solute carrier family 45 member 4,1613,1771,649,3071,180,180
57211,ENSG00000112414,ADGRG6,adhesion G protein-coupled receptor G6,4014,3233,2484,212,73,73
57212,ENSG00000227372,TP73-AS1,TP73 antisense RNA 1,14829,16749,7135,5105,644,644
57213,ENSG00000123178,SPRYD7,SPRY domain containing 7,2966,2934,2279,7397,453,453
57214,ENSG00000103888,CEMIP,cell migration inducing hyaluronidase 1,2713,7456,1502,2043,207,207
57215,ENSG00000168286,THAP11,THAP domain containing 11,4193,7222,2788,4083,419,419
57216,ENSG00000162738,VANGL2,VANGL planar cell polarity protein 2,71949,59412,24715,2267,558,558
57217,ENSG00000068724,TTC7A,tetratricopeptide repeat domain 7A,1745,2709,1615,3538,469,469
57221,ENSG00000112379,ARFGEF3,ARFGEF family member 3,9473,6431,11593,17261,987,987
57222,ENSG00000113719,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,16485,15668,9718,9026,1322,1322
57223,ENSG00000275052,PPP4R3B,protein phosphatase 4 regulatory subunit 3B,28315,30801,16130,9854,1059,1059
57224,ENSG00000135540,NHSL1,NHS like 1,23723,17858,17399,2711,972,972
57226,ENSG00000083099,LYRM2,LYR motif containing 2,6498,8199,5027,5497,797,797
57228,ENSG00000170545,SMAGP,small cell adhesion glycoprotein,158,179,141,96,46,46
5723,ENSG00000146733,PSPH,phosphoserine phosphatase,1627,2591,1047,2063,360,360
57231,ENSG00000135317,SNX14,sorting nexin 14,9270,11613,7807,9796,871,871
57232,ENSG00000221994,ZNF630,zinc finger protein 630,863,888,620,620,56,56
5724,ENSG00000169403,PTAFR,platelet activating factor receptor,384,421,137,260,4,4
5725,ENSG00000011304,PTBP1,polypyrimidine tract binding protein 1,26371,29855,9115,5309,1328,1328
572558,ENSG00000224958,PGM5-AS1,PGM5 antisense RNA 1,4,6,6,10,1,1
5726,ENSG00000257138,TAS2R38,taste 2 receptor member 38,0,0,0,0,0,0
5727,ENSG00000185920,PTCH1,patched 1,6669,5813,4017,4002,915,915
5728,ENSG00000171862,PTEN,phosphatase and tensin homolog,20976,20622,13796,12053,1862,1862
57282,ENSG00000144290,SLC4A10,solute carrier family 4 member 10,17089,13595,10386,25456,326,326
5729,ENSG00000168229,PTGDR,prostaglandin D2 receptor,85,58,18,51,83,83
57291,ENSG00000226950,DANCR,differentiation antagonizing non-protein coding RNA,7514,4514,3461,2388,725,725
57292,ENSG00000278116,KIR2DL5A,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A",0,0,0,0,0,0
573,ENSG00000107262,BAG1,BAG cochaperone 1,5346,9736,4092,10307,1579,1579
5730,ENSG00000107317,PTGDS,prostaglandin D2 synthase,4574,3062,5029,125674,35021,35085
5731,ENSG00000160951,PTGER1,prostaglandin E receptor 1,6,4,5,40,9,9
5732,ENSG00000125384,PTGER2,prostaglandin E receptor 2,6,36,4,16,17,17
57325,ENSG00000149474,KAT14,lysine acetyltransferase 14,5374,8757,4220,4269,357,357
57326,ENSG00000163346,PBXIP1,PBX homeobox interacting protein 1,5574,8668,2306,20044,8270,8270
5733,ENSG00000050628,PTGER3,prostaglandin E receptor 3,82,194,430,512,32,32
57332,ENSG00000141570,CBX8,chromobox 8,2675,2838,1064,385,67,67
57333,ENSG00000142552,RCN3,reticulocalbin 3,669,921,323,878,125,125
57335,ENSG00000187607,ZNF286A,zinc finger protein 286A,14632,13985,7666,1219,113,113
57336,ENSG00000141040,ZNF287,zinc finger protein 287,3945,3943,2456,1130,127,127
57337,ENSG00000138468,SENP7,SUMO specific peptidase 7,21865,15719,11477,4060,660,660
57338,ENSG00000154118,JPH3,junctophilin 3,17029,16204,11169,47433,3673,3673
5734,ENSG00000171522,PTGER4,prostaglandin E receptor 4,96,75,76,123,55,55
57343,ENSG00000131845,ZNF304,zinc finger protein 304,7463,7830,4311,2445,193,193
57348,ENSG00000167614,TTYH1,tweety family member 1,16915,34296,7805,50873,19363,19423
57369,ENSG00000159248,GJD2,gap junction protein delta 2,196,113,356,259,10,10
5737,ENSG00000122420,PTGFR,prostaglandin F receptor,945,1128,761,172,40,40
57379,ENSG00000111732,AICDA,activation induced cytidine deaminase,0,0,4,0,0,0
5738,ENSG00000134247,PTGFRN,prostaglandin F2 receptor inhibitor,20965,18105,6624,3690,601,601
57380,ENSG00000124532,MRS2,magnesium transporter MRS2,6221,6073,3852,4650,388,388
57381,ENSG00000126785,RHOJ,ras homolog family member J,3531,4871,1473,1639,1016,1016
5739,ENSG00000160013,PTGIR,prostaglandin I2 receptor,6,23,4,16,9,9
57393,ENSG00000147003,CLTRN,"collectrin, amino acid transport regulator",92,210,25,124,6,6
57396,ENSG00000113240,CLK4,CDC like kinase 4,9808,8523,4970,6164,635,635
574,NA,BAGE,B melanoma antigen,0,0,0,0,0,0
5740,ENSG00000124212,PTGIS,prostaglandin I2 synthase,4013,4417,2747,354,191,191
574016,ENSG00000205057,CLLU1-AS1,CLLU1 antisense RNA 1,0,4,0,0,0,0
57402,ENSG00000189334,S100A14,S100 calcium binding protein A14,0,0,0,105,22,22
574028,ENSG00000257127,CLLU1,chronic lymphocytic leukemia up-regulated 1,0,0,0,0,0,0
574029,NA,DUSP5P1,dual specificity phosphatase 5 pseudogene 1,1414,1089,1346,38,4,4
57403,ENSG00000124209,RAB22A,"RAB22A, member RAS oncogene family",12018,10778,9094,12252,1127,1127
574030,ENSG00000208015,MIR362,microRNA 362,0,0,0,0,0,0
574031,ENSG00000284499,MIR363,microRNA 363,0,0,0,0,1,1
574032,ENSG00000284043,MIR20B,microRNA 20b,0,0,0,0,0,0
574033,ENSG00000283931,MIR18B,microRNA 18b,0,0,0,0,0,0
574034,ENSG00000207569,MIR433,microRNA 433,0,0,0,0,0,0
574036,NA,SERTAD4-AS1,SERTAD4 antisense RNA 1,62,116,57,294,33,33
574038,ENSG00000208001,MIR431,microRNA 431,0,0,0,0,0,0
57404,ENSG00000119004,CYP20A1,cytochrome P450 family 20 subfamily A member 1,7854,8633,5697,1974,412,412
574040,ENSG00000206760,SNORA6,"small nucleolar RNA, H/ACA box 6",355,286,149,27,2,2
574042,ENSG00000206811,SNORA10,"small nucleolar RNA, H/ACA box 10",101,225,36,26,1,1
57405,ENSG00000152253,SPC25,SPC25 component of NDC80 kinetochore complex,1597,2227,543,42,11,11
57406,ENSG00000163686,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",4953,7698,2897,7159,426,426
57407,ENSG00000153406,NMRAL1,NmrA like redox sensor 1,3805,4985,2657,3240,502,502
57408,ENSG00000144771,LRTM1,leucine rich repeats and transmembrane domains 1,0,0,0,4,0,0
57409,ENSG00000125457,MIF4GD,MIF4G domain containing,1267,1689,979,1199,285,285
5741,ENSG00000152266,PTH,parathyroid hormone,0,0,0,0,0,0
57410,ENSG00000142186,SCYL1,SCY1 like pseudokinase 1,10197,15381,5934,13659,1252,1252
57412,ENSG00000214435,AS3MT,arsenite methyltransferase,7591,7880,2885,1608,417,417
57414,ENSG00000005486,RHBDD2,rhomboid domain containing 2,8005,9199,5430,43906,3217,3217
57415,ENSG00000114405,C3orf14,chromosome 3 open reading frame 14,6336,7612,3627,4272,349,349
57418,ENSG00000065268,WDR18,WD repeat domain 18,5075,7516,2694,4267,575,575
57419,ENSG00000185052,SLC24A3,solute carrier family 24 member 3,1182,1405,4415,2749,605,605
5742,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,170,371,92,374,18,18
5743,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,554,364,180,1308,89,89
5744,ENSG00000087494,PTHLH,parathyroid hormone like hormone,27,64,25,765,76,76
574408,ENSG00000207761,MIR329-1,microRNA 329-1,0,0,0,0,0,0
574409,ENSG00000207762,MIR329-2,microRNA 329-2,0,0,0,0,0,0
574410,ENSG00000208004,MIR323B,microRNA 323b,0,0,0,0,0,0
574411,ENSG00000284565,MIR451A,microRNA 451a,0,4,0,2,0,0
574412,ENSG00000283751,MIR452,microRNA 452,0,0,0,0,0,0
